id	name	desc	str1	str2	str3	str4	str5	str6	str7	str8	str9	str10	str11	str12	str13	str14	str15	str16
96471335	Ebon Illusion Magician	"2 Level 7 monsters
You can also Xyz Summon this card by using a Rank 6 Spellcaster-Type Xyz Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) Once per turn: You can detach 1 Xyz Material from this card; Special Summon 1 Spellcaster-Type Normal Monster from your hand or Deck. When a Spellcaster-Type Normal Monster declares an attack: You can target 1 card your opponent controls; banish it. You can only use this effect of ""Ebon Illusion Magician"" once per turn."	Overlay to Rank 6 Spellcaster-Type Xyz Monster?															
96474800	Magic Deflector	For the rest of this turn, negate all Equip, Field, Continuous and Quick-Play Spell Card effects on the field.																
96501677	Catnipped Kitty	This card cannot be attacked if there is another Beast-Type monster on your side of the field. Once per turn, you can make the DEF of 1 monster on your opponent's side of the field 0 until the end of this turn.	Reduce DEF to 0															
96553688	Phoenixian Seed	"You can send this face-up card to the Graveyard to Special Summon 1 ""Phoenixian Cluster Amaryllis"" from your hand."	Special Summon															
96561011	Red-Eyes Darkness Dragon	"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 ""Red-Eyes B. Dragon"". This card gains 300 ATK for each Dragon-Type monster in your Graveyard."																
96565487	Blizzard Warrior	If this card destroys an opponent's monster by battle, look at the top card of their Deck, then return it to either the top or bottom of their Deck.	Confirm	Return to the top of the deck	Return to the bottom of the deck													
96570609	Aither the Heaven Monarch	"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: You can send 2 ""Monarch"" Spell/Trap Cards with different names from your hand and/or Deck to the Graveyard, and if you do, Special Summon 1 monster with 2400 or more ATK and 1000 DEF from your Deck, but return it to the hand during the End Phase. During your opponent's Main Phase, if this card is in your hand: You can banish 1 ""Monarch"" Spell/Trap Card from your Graveyard; immediately after this effect resolves, Tribute Summon this card (this is a Quick Effect)."	Tribute Summon by Tributing 1 Tribute Summoned monster?															
96594609	Fire King Avatar Kirin	"If a face-up ""Fire King"" monster you control is destroyed by a card effect (except during the Damage Step): You can Special Summon this card from your hand. If this card is destroyed and sent to the Graveyard: You can send 1 FIRE monster from your Deck to the Graveyard."	Special Summon	Send to Grave														
96598015	Pot of Riches	"Shuffle 3 Pendulum Monsters into the Deck, from your Graveyard and/or face-up in your Extra Deck, then draw 2 cards. You can only activate 1 ""Pot of Riches"" per turn. You cannot Special Summon the turn you activate this card, except by Pendulum Summon."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
96606246	Performapal Friendonkey	"When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower ""Performapal"" monster from your hand or Graveyard."																
96631852	Impenetrable Formation	Select 1 monster on your side of the field to activate this card. While you have 2 or more monsters on your side of the field, and all monsters on your side of the field are in Defense Position, the selected monster gains 700 DEF. When the selected monster is removed from the field, destroy this card.																
96643568	Wetha	A spirit that controls rain and is capable of summoning hurricanes to blow the enemy away.																
96653775	Naturia Pumpkin	"When this card is Normal Summoned, if your opponent controls a monster, you can Special Summon 1 ""Naturia"" monster from your Hand."	Special Summon															
96677818	Spellbook Organization	Look at the top 3 cards of your Deck, then return them to the top of the Deck in any order.																
96682430	Mermail Abysshilde	"If this card is sent to the Graveyard: You can Special Summon 1 ""Mermail"" monster from your hand, except ""Mermail Abysshilde"". You can only use the effect of ""Mermail Abysshilde"" once per turn."																
96700602	Barrier Wave	Activate by Tributing 1 Synchro Monster when your opponent's monster declares an attack. Change all Attack Position monsters your opponent controls to Defense Position. Then, inflict damage to your opponent's Life Points equal to the attacking monster's DEF.																
96704018	Heraldic Beast Berners Falcon	When this card is Summoned: You can make all face-up Level 5 or higher monsters you currently control become Level 4.																
96729612	Preparation of Rites	Add to your hand 1 Level 7 or lower Ritual Monster Card from your Deck. Then you can add to your hand 1 Ritual Spell Card from your Graveyard.	Add to your hand 1 Ritual Spell Card from your Graveyard?															
96765646	Swing of Memories	Special Summon 1 Normal Monster from your Graveyard. It is destroyed during the End Phase of this turn.																
96782886	Mind Master	"You can pay 800 Life Points and Tribute 1 Psychic-Type monster, except ""Mind Master"", to Special Summon 1 Level 4 or lower Psychic-Type monster from your Deck in face-up Attack Position."	Special Summon															
96789758	Aromage Jasmine	"During your Main Phase, while your LP is higher than your opponent's, you can Normal Summon 1 Plant-Type monster in addition to your Normal Summon/Set, except ""Aromage Jasmine"". (You can only gain this effect once per turn.) Once per turn, if you gain LP: Draw 1 card."																
96802306	Igknight Gallant	"Pendulum Scale = 2
[ Pendulum Effect ]  
If you have an ""Igknight"" card in your other Pendulum Zone: You can destroy both cards in your Pendulum Zones, and if you do, add 1 FIRE Warrior-Type monster from your Deck or Graveyard to your hand.
----------------------------------------
[ Flavor Text ]
The strike force captain commanding the high-spirited Igknights. His overly enthusiastic subordinates becoming hot-headed so easily is a constant source of worry for him."																
96851799	Hinotama Soul	An intensely hot flame creature that rams anything standing in its way.																
96864105	Number C73: Abyss Supra Splash	"3 Level 6 monsters
If a monster you control battles an opponent's monster, during damage calculation (in either player's turn): You can detach 1 Xyz Material from this card once per battle; your battling monster gains ATK equal to the ATK of the opponent's monster it is battling, during that damage calculation only. If this card has ""Number 73: Abyss Splash"" as Xyz Material, it gains this effect.
● This card cannot be destroyed by card effects."																
96864811	Forbidden Dress	Target 1 face-up monster on the field; until the End Phase, that target loses 600 ATK, but cannot be targeted or destroyed by other card effects.																
96872283	Evocator Chevalier	"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
● You can send 1 face-up Equip Card you control to the Graveyard to destroy 1 card your opponent controls."	Destroy															
96875080	Orbital Bombardment	"Send 1 ""Alien"" monster from your side of the field to the Graveyard to activate this card. Destroy 1 Spell or Trap Card on the field."																
96890582	Flash Assailant	Decrease the ATK and DEF of this card by 400 points for each card in your hand.																
96907086	Earthbound Whirlwind	"Activate only while you control a face-up ""Earthbound Immortal"" monster. Destroy all Spell and Trap Cards your opponent controls."																
96914272	Egotistical Ape	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by sending 1 Beast-Type monster from your hand to the Graveyard. When this card is Special Summoned this way, you can activate 1 of these effects: ● Increase the Level of this card by the Level of the Beast-Type monster. ● Decrease the Level of this card by the Level of the Beast-Type monster.	Select effect	Increase the Level of this card by the Level of the Beast-Type monster.	Decrease the Level of this card by the Level of the Beast-Type monster.													
96930127	Chain Dog	This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Beast-Type monster. If you control 2 face-up Beast-Type monsters, you can Special Summon this card from the Graveyard. If this card is Special Summoned this way, remove it from play when it is removed from the field.	Special Summon															
96938777	Machine Lord Ür	This card can attack all monsters your opponent controls once each. Any Battle Damage this card inflicts to your opponent becomes 0.																
96938986	Resonance Insect	"If this card is sent from the field to the Graveyard: You can add 1 Level 5 or higher Insect-Type monster from your Deck to your hand. If this card is banished: You can send 1 Insect-Type monster from your Deck to the Graveyard, except ""Resonance Insect""."																
96947648	Salvage	Target 2 WATER monsters with 1500 or less ATK in your Graveyard; add those targets to your hand.																
96965364	Insect Imitation	Tribute 1 monster. Special Summon 1 Insect-Type monster from your Deck whose Level is 1 higher than the Tributed monster's.																
96967123	Dharma Cannon	A monstrous creature whose body is fitted with cannons that never miss their targets.																
96981563	Giant Turtle Who Feeds on Flames	A crimson-shelled tortoise that feeds on flames.																
97000273	Scrap Kong	"When this card is Normal Summoned, destroy this card. When this card is destroyed by the effect of a ""Scrap"" card and sent to Graveyard, you can select 1 ""Scrap"" Monster other than ""Scrap Kong"" from your Graveyard and add it to your hand."	Self-destruct	Search														
97007933	Hi-Speedroid Kendama	"1 Tuner + 1 or more non-Tuner monsters
If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. You can only use each of the following effects of ""Hi-Speedroid Kendama"" once per turn.
● You can banish 1 Machine-Type monster from your Graveyard; inflict 500 damage to your opponent.
● If this card is in your Graveyard and you control no cards: You can Special Summon this card. You cannot Normal Summon/Set the turn you activate this effect."																
97017120	Giant Rat	When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 EARTH monster with 1500 or less ATK from your Deck, in face-up Attack Position.	Special Summon															
97021916	Dark Resonator	Once per turn, if this card would be destroyed by battle, it is not destroyed.																
97023549	Blade Skater	An image of beauty on the ice, this gorgeous warrior rips her opponents into pieces with her stylish Accel Slicer attack.																
97024987	Igknight Templar	"Pendulum Scale = 7
[ Pendulum Effect ]  
If you have an ""Igknight"" card in your other Pendulum Zone: You can destroy both cards in your Pendulum Zones, and if you do, add 1 FIRE Warrior-Type monster from your Deck or Graveyard to your hand.
----------------------------------------
[ Flavor Text ]
A simple-minded Igknight veteran who hates all things crooked. Maybe it's due to this personality of his, but lately he's been having doubts about his weapon."																
97064649	Secret Sect Druid Wid	"If this card is sent from the field to the Graveyard: You can target 1 Continuous Spell Card in your Graveyard; Set that target. That Set card cannot be activated this turn. You can only use the effect of ""Secret Sect Druid Wid"" once per turn."	Set															
97077563	Call of the Haunted	Activate this card by targeting 1 monster in your Graveyard; Special Summon that target in face-up Attack Position. When this card leaves the field, destroy that target. When that target is destroyed, destroy this card.																
97093037	The Creator Incarnate	"You can Tribute this card to Special Summon 1 ""The Creator"" from your hand."	Special Summon															
97120394	Anti-Magic Arrows	At the start of the Battle Phase: Neither player can activate Spell/Trap Cards or their effects until the end of this turn. Cards and effects cannot be activated in response to this card's activation.																
97127906	Alien Shocktrooper	The Aliens have used a mysterious biological substance to create a supreme race of soldiers. They do not have the natural powers of the other Aliens, but can make stunning physical attacks.																
97151365	Spacegate	When a monster your opponent controls attacks or is attacked, place 1 Gate Counter on this card at the end of the Damage Step. During your Main Phase, you can send this card to the Graveyard to Special Summon 1 monster from your hand whose Level is equal to or lower than the number of Gate Counters on this card.	Special Summon															
97168905	Miracle Locus	Select 1 face-up Attack Position monster you control. Your opponent draws 1 card. The selected monster gains 1000 ATK until the End Phase and can attack up to 2 monsters during this turn's Battle Phase. When it attacks or is attacked this turn, your opponent takes no Battle Damage.																
97169186	Smashing Ground	Destroy the face-up monster your opponent controls with the highest DEF. (If it's a tie, you get to choose.)																
97170107	Shining Elf	"2 Level 2 monsters
When your opponent Normal or Special Summons a monster(s) (except during the Damage Step): You can detach 1 Xyz Material from this card; that monster(s) loses 500 ATK."	Lower attack															
97173708	Oh Tokenbaum!	Tribute 2 or more Tokens with the same Level, then target monsters in your Graveyard with that same Level, up to the number of Tokens Tributed; Special Summon those targets. Their effects are negated. Destroy them during the End Phase.																
97204936	Gaia Knight, the Force of Earth	1 Tuner + 1 or more non-Tuner monsters																
97211663	Nekroz Cycle	"This card can be used to Ritual Summon any ""Nekroz"" Ritual Monster. Tribute monsters from your hand or field, then Ritual Summon 1 ""Nekroz"" Ritual Monster from your hand or Graveyard whose Level exactly equals the total Levels of those monsters. You can only use this effect of ""Nekroz Cycle"" once per turn. If you control no monsters: You can banish this card and 1 ""Nekroz"" monster from your Graveyard; add 1 ""Nekroz"" Spell Card from your Deck to your hand."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
97219708	Raidraptor - Last Strix	"When a ""Raidraptor"" monster you control battles, during damage calculation (in either player's turn): You can Special Summon this card from your hand, then you gain 100 LP for each Spell/Trap Card you control and in your Graveyard. You can Tribute this card; Special Summon 1 ""Raidraptor"" Xyz Monster from your Extra Deck in Defense Position, its effects are negated, it is returned to the Extra Deck during the End Phase, also your opponent takes no battle damage for the rest of this turn. You can only use this effect of ""Raidraptor - Last Strix"" once per turn."	Special Summon and gain LP	"Special Summon ""Raidraptor"" Xyz Monster"														
97232518	Abyss Stungray	Special Summon this card as an Effect Monster (Thunder-Type/LIGHT/Level 5/ATK 1900/DEF 0). (This card is also still treated as a Trap Card). Cannot be destroyed by battle.	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
97234686	Gladiator Lash	"Activate only when you Special Summon a ""Gladiator Beast"" monster. Your opponent discards 1 card of their choice."																
97240270	Mad Lobster	A gourmet food renowned by the Dark World upper crust. It has sensational flavor.																
97268402	Effect Veiler	During your opponent's Main Phase: You can send this card from your hand to the Graveyard, then target 1 face-up Effect Monster your opponent controls; negate that opponent's face-up monster's effects until the End Phase (this is a Quick Effect).	Negate Monster effects until the End Phase															
97317530	Kalantosa, Mystical Beast of the Forest	If this card is Special Summoned by the effect of a Beast-Type monster: You can target 1 card on the field; destroy that target.	Destroy															
97342942	Ectoplasmer	Once during each player's End Phase, the turn player Tributes 1 face-up monster on their side of the field and inflicts damage to the opponent equal to half of the original ATK of the Tributed monster.	Inflict damage															
97360116	Unknown Warrior of Fiend	The speed of this warrior creates an intense vacuum that can slice through a monster's hide.																
97362768	Spark Blaster	"Equip only to ""Elemental HERO Sparkman"". During your Main Phase: You can target 1 face-up monster; change the battle position of that target. After you use this effect 3 times, destroy this card."	Change battle position															
97385276	Level Warrior	If there are no monsters on the field, you can Normal Summon this card from your hand as a Level 2 monster. If your opponent controls a monster and you control no monsters, you can Special Summon this card from your hand as a Level 4 monster.	Normal Summon as a Level 2 monster															
97396380	Fencing Fire Ferret	When this card is destroyed and sent to the Graveyard: Target 1 face-up monster your opponent controls; destroy that target, and if you do, inflict 500 damage to your opponent.	Destroy and Inflict damage															
97403510	Number 92: Heart-eartH Dragon	"3 Level 9 monsters
This card cannot be destroyed by battle, also your opponent takes any battle damage you would have taken from battles involving this card. During your opponent's End Phase: You can detach 1 Xyz Material from this card; banish all cards your opponent currently controls that were Normal or Special Summoned, or were Set, this turn. If this card is destroyed while it has Xyz Material: You can Special Summon this card from the Graveyard. When you do: It gains 1000 ATK for every card currently banished."	Banish Cards	Special Summon	Increase ATK													
97433739	Message in a Bottle	Target 3 monsters with different Levels in your Graveyard; Special Summon all 3 of them. Their ATK's become 0, also their effects are negated. If you do not Xyz Summon this turn after Summoning those 3 monsters, you lose 4000 Life Points during the End Phase. You cannot Special Summon any other monsters, except by Xyz Summon, during the turn you activate this card.																
97439308	Chaos Greed	You can only activate this card if 4 or more of your cards are currently removed from play and there are no cards in your Graveyard. Draw 2 cards.																
97439806	Fabled Kushano	"You can discard 1 ""Fabled"" monster to the Graveyard except ""Fabled Kushano"" to add this card from your Graveyard to your hand."	Add to Hand															
97452817	Arcana Force XVIII - The Moon	"When this card is Summoned, toss a coin. ● Heads: During your Standby Phase, you can Special Summon 1 ""Moon Token"" (Fairy-Type/LIGHT/Level 1/ATK 0/DEF 0). ● Tails: During each of your End Phases, select 1 monster you control and give control of it to your opponent."	Coin toss	Special Summon	Give control to opponent													
97452818	Moon Token	"Summon with ""Arcana Force XVIII - The Moon""."																
97466438	Wicked Zebra	"Pendulum Scale = 7
[ Pendulum Effect ]
Once per turn, during your Main Phase, if this card was activated this turn: You can choose 1 unused Monster Zone or Spell & Trap Zone; while this card is on the Pendulum Zone, that Zone cannot be used.
----------------------------------------
[ Monster Effect ]
If this card is Normal or Special Summoned: You can choose 1 unused Monster Zone or Spell & Trap Zone; while this card is face-up on the field, that Zone cannot be used."																
97489701	Red Nova Dragon	"2 Tuners + ""Red Dragon Archfiend""
This card gains 500 ATK for each Tuner monster in your Graveyard. This card cannot be destroyed by the effects of your opponent's Spells, Traps, or monsters. When your opponent's monster declares an attack, you can select it, then remove this card from play and negate the attack. During the End Phase, Special Summon this card that was removed by this effect."	Negate attack	Special Summon														
97520701	Special Schedule	"Target 1 Machine-Type monster with 3000 or more ATK in your Graveyard; Special Summon that target in face-up Defense Position. You can only activate 1 ""Special Schedule"" per turn. If this Set card is sent to the Graveyard: You can target 1 Level 10 Machine-Type monster in your Graveyard; add it to your hand."																
97526666	Planet Pathfinder	You can Tribute this card; add 1 Field Spell Card from your Deck to your hand.																
97567736	Edge Imp Tomahawk	"You can send 1 ""Edge Imp"" monster from your hand to the Graveyard; inflict 800 damage to your opponent. You can send 1 ""Edge Imp"" monster from your Deck to the Graveyard, except ""Edge Imp Tomahawk""; this card's name becomes the sent monster's name until the End Phase. You can only use each effect of ""Edge Imp Tomahawk"" once per turn."	Damage.	Copy name.	 	 	 	 	 	 	 	 	 	 	  	 	 	 
97570038	Kaminote Blow	"Activate only if there is at least 1 face-up ""Chu-Ske the Mouse Fighter"", ""Monk Fighter"", or ""Master Monk"" on your side of the field. Destroy the monster(s) that battle with these monsters on your side of the field this turn, at the end of each Damage Step."																
97574404	Arcana Force VI - The Lovers	"When this card is Summoned, toss a coin. ● Heads: This card can be treated as 2 Tributes for the Tribute Summon of an ""Arcana Force"" monster. ● Tails: You cannot Tribute Summon ""Arcana Force"" monsters."	Coin toss															
97584500	Ghostrick Mummy	"Cannot be Normal Summoned, unless you control a ""Ghostrick"" monster. Once per turn: You can change this card to face-down Defense Position. While this card is face-up on the field, you can Normal Summon 1 ""Ghostrick"" monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) You cannot Special Summon any monsters, except DARK monsters."	Change to face-down Defense Position															
97588916	Deskbot 007	"Pendulum Scale = 10
[ Pendulum Effect ]
You cannot Pendulum Summon monsters, except ""Deskbot"" monsters. This effect cannot be negated.
----------------------------------------
[ Monster Effect ]
This card gains 500 ATK for each ""Deskbot"" card in your Graveyard. Your opponent cannot target ""Deskbot"" monsters for attacks, except this one. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent."																
97590747	La Jinn the Mystical Genie of the Lamp	A genie of the lamp that's at the beck and call of its master.																
97590748	La Jinn the Mystical Genie of the Lamp	A genie of the lamp that's at the beck and call of its master.																
97612389	Monster Tamer	A master of monsters that exercises control over several creatures.																
97617181	Galaxy Zero	"Target 1 ""Photon"" or ""Galaxy"" monster in your Graveyard; Special Summon that target in face-up Attack Position, and equip it with this card. It cannot activate its effect(s) and cannot attack. If the equipped monster would be destroyed during the Battle Phase, you can destroy this card instead. If this card leaves the field, the equipped monster's ATK becomes 0. You can only activate 1 ""Galaxy Zero"" per turn."	"Use the effect of ""Galaxy Zero"" to avoid destruction?"															
97623219	Element Valkyrie	This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field: ● FIRE: This card gains 500 ATK. ● WATER: Control of this card cannot switch.																
97642679	Dark Master - Zorc	"This card can only be Ritual Summoned with the Ritual Spell Card ""Contract with the Dark Master"". During your Main Phase, you can roll 1 six-sided die. On a 1 or 2, destroy all monsters on your opponent's side of the field. On a 3, 4, or 5, destroy 1 monster on your opponent's side of the field. On a 6, destroy all monsters on your side of the field."																
97651498	Fabled Lurrie	When this card is discarded from your hand to the Graveyard, Special Summon it.	Special Summon															
97687912	Fairy Meteor Crush	When the equipped monster attacks a Defense Position monster whose DEF is lower than the equipped monster's ATK, inflict the difference as Battle Damage to your opponent.																
97697447	Abyss-strom	"Send 1 face-up ""Umi"" you control to the Graveyard; send all Spell and Trap cards on the field to the Graveyard."																
97697678	Flying Saucer Muusik'i	"While this card is face-up on the field, you can select and add 1 ""Alien"" card from your Deck to your hand instead of conducting your normal draw during your Draw Phase."	Search															
97705809	Supercharge	"Activate only when your opponent declares an attack while the only monsters you control are Machine-Type ""roid"" monster(s). Draw 2 cards."																
97738431	Numbers Overlay Boost	"Target 1 ""Number"" Xyz Monster you control that has no Xyz Materials; attach 2 monsters from your hand to that face-up Xyz Monster, as Xyz Materials."																
97750534	The Agent of Entropy - Uranus	"If ""The Sanctuary in the Sky"" is on the field, you can Special Summon this card (from your hand). Once per turn: You can send 1 ""The Agent"" monster from your Deck to the Graveyard, and if you do, this card's Level becomes the Level of the monster sent to the Graveyard by this effect."																
97783659	Blood Sucker	When this card inflicts Battle Damage to your opponent, send the top card of your opponent's Deck to the Graveyard.	Send opponent's top Deck to Grave															
97792247	Stardust Assault Warrior	"1 Tuner + 1 or more non-Tuner monsters
When this card is Synchro Summoned while you control no other monsters: You can target 1 ""Junk"" monster in your Graveyard; Special Summon it. You can only use this effect of ""Stardust Assault Warrior"" once per turn. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent."	"Special Summon ""Junk"" monster"															
97806240	Forced Ceasefire	Discard 1 card from your hand. No Trap Cards can be activated until the end of this turn.																
97809599	Seal of the Ancients	Pay 1000 Life Points. Pick up and see all face-down cards on your opponent's side of the field, then return them to their original positions. (The effects of the face-down cards are not activated.)																
97811903	Clear Vice Dragon	"You are unaffected by the effects of ""Clear World"". If this card attacks an opponent's monster, the ATK of this card becomes twice the ATK of the attack target, during damage calculation only. If this card would be destroyed by an opponent's card effect, you can discard 1 card instead."	Change attack	Discard 1 card to avoid destruction?														
97836203	T.G. Halberd Cannon	"1 Tuner Synchro Monster + 2 or more non-Tuner Synchro Monsters
This card cannot be Special Summoned except by Synchro Summon. Once per turn, while this card is face-up on the field, you can negate the Summon of a monster and destroy it. When this card is sent from the field to the Graveyard, you can select 1 ""T.G."" monster in your Graveyard, and Special Summon it."	Negate summon	Negate flip summon	Negate special summon	Special Summon												
97843505	Djinn the Watcher of the Wind	This creature generates gale-force winds and tornadoes to blow its enemies away.																
97885363	Wattdragonfly	"If this card is destroyed by your opponent's card (either by battle or by card effect), you can Special Summon 1 ""Watt"" monster from your Deck."	Special Summon															
97896503	Zubaba Knight	At the start of the Damage Step, if this card attacks a face-up Defense Position monster: Destroy that monster.	Destroy															
97904474	Handcuffs Dragon	When this card is destroyed by battle with an attacking monster your opponent controls and is sent to the Graveyard, you can equip this card to that monster. The equipped monster loses 1800 ATK. When it is destroyed and this card is sent to the Graveyard, you can Special Summon this card.	Equip	Special Summon														
97922283	Howl of the Wild	When a monster you control destroys an opponent's monster by battle and sends it to the Graveyard, inflict 300 damage to your opponent for each face-up Beast-Type monster you control.	Inflict damage															
97923414	Inpachi	A log that attacks lost travelers in the forest. Originally a big tree, it was cut down and possessed by a wicked spirit.																
97940434	Chaos Hunter	When your opponent Special Summons a monster, you can discard 1 card to Special Summon this card from your hand. Your opponent cannot remove cards from play.	Special Summon															
97970833	Last Resort	"Activate only when your opponent's monster declares an attack. You can select 1 ""Ancient City - Rainbow Ruins"" from your Deck and activate it. If your opponent had an active Field Spell Card when this card was activated, they can draw 1 card."	Do you want to draw 1 card?															
97973387	Droll Bird	This monster stuns its enemies with a massive beak and ear-piercing wails.																
97997309	Spellbook of Fate	"If you control a Spellcaster-Type monster: You can banish up to 3 ""Spellbook"" Spell Cards from your Graveyard; apply this effect, depending on the number of Spell Cards banished for this card's activation. You can only activate 1 ""Spellbook of Fate"" per turn. ● 1: Return 1 Set Spell/Trap Card to the hand. ● 2: Change 1 monster on the field to either face-down Defense Position or face-up Attack Position. ● 3: Banish 1 card your opponent controls."	Target 1 Set Spell/Trap Card on the field; return it to the hand.	Target 1 monster on the field; change it to face-up Attack Position or face-down Defense Position.	Target 1 card your opponent controls; banish it.													
98012938	Vulcan the Divine	"1 Tuner + 1 or more non-Tuner monsters
When this card is Synchro Summoned: Target 1 face-up card on each side of the field; return those targets to the hand, but you cannot activate the effects of those cards or cards with the same name for the rest of this turn. You can only use the effect of ""Vulcan the Divine"" once per turn."																
98024118	White Potan	If you control a face-up Tuner monster, this card cannot be destroyed by battle. When a face-up Tuner monster you control is destroyed by battle and sent to the Graveyard, inflict 500 damage to your opponent.	Inflict damage															
98045062	Enemy Controller	"Activate 1 of these effects.
● Target 1 face-up monster your opponent controls; change that target's battle position.
● Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase."	Change the Battle Position of 1 face-up monster your opponent controls	Tribute 1 monster. Select 1 face-up monster your opponent controls. Take control of it until the End Phase	Select effect	Select effect												
98049038	Stealthroid	"If this card attacks, destroy 1 Spell or Trap Card at the end of the Battle Phase if you control another ""roid"" monster."	S/T Destruction															
98049915	Mystic Lamp	This monster can attack your opponent's Life Points directly.																
98069388	Horn of Heaven	Tribute 1 monster on your side of the field. Negate the Normal Summon / Flip Summon / Special Summon of a monster and destroy it.																
98075147	Spiked Snail	A very fast, bipedal snail with a pair of lethal arms.																
98076754	Chosen of Zefra	"This card gains these effects, based on the number of face-up ""Zefra"" monsters in your Extra Deck with different names.
● 3 or more: All monsters you control gain 100 ATK for each face-up monster in either player's Extra Deck.
● 5 or more: All monsters you control cannot be destroyed by your opponent's card effects.
● 8 or more: All monsters you control cannot be targeted by your opponent's card effects.
● 10: You can send this face-up card from the field to the Graveyard; shuffle all cards from your opponent's hand, field and Graveyard into the Deck."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98126725	Shien's Advisor	"When this card is Normal Summoned, if you control a face-up ""Six Samurai"" monster, declare 1 Monster Type. While this card is face-up on the field, monsters with the declared Monster Type cannot declare an attack or be Special Summoned."	Cannot attack															
98139712	Skull Invitation	Each time a card(s) is sent to the Graveyard, inflict 300 damage to its owner for each card sent.																
98143165	Synchro Boost	The equipped monster gains 500 ATK, and its Level is increased by 1.																
98147766	Genetic Woman	Once per turn, you can pay 1000 Life Points and select 1 of your removed from play Psychic-Type monsters. Add it to your hand.	Add card															
98153934	The Phantom Spear	"Each time your opponent activates a card or effect that targets a ""The Phantom Knights"" monster(s) you control, inflict 500 damage to your opponent immediately after it resolves. If a DARK monster(s) you control would be destroyed by battle or an opponent's card effect while this card is in your Graveyard, you can banish this card instead."	"Banish ""The Phantom Spear"" instead?"															
98154550	Primitive Butterfly	If you control no monsters, you can Special Summon this card (from your hand). Once per turn: You can increase the Levels of all Insect-Type monsters you currently control by 1.	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98162021	Shien's Daredevil	When this card is Normal Summoned, place 1 Bushido Counter on it (max. 1). This card gains 300 ATK while it has a Bushido Counter on it. Once per turn, you can remove 1 Bushido Counter from this card to select 1 face-up card on the field that you can place a Bushido Counter on, and place 1 Bushido Counter on it.	Placed Bushido Counter	Select card to place Bushido Counters on														
98162242	Needle Burrower	When this card destroys a monster and sends it to the Graveyard as a result of battle, inflict damage to your opponent's Life Points equal to the Level of the destroyed monster x 500 points.	Inflict damage															
98225108	Leotaur	If this card battles a non-Normal Monster, this card gains 500 ATK during the Damage Step only.																
98229575	U.A. Playmaker	"You can Special Summon this card (from your hand) by returning 1 ""U.A."" monster you control to the hand, except ""U.A. Playmaker"". You can only Special Summon ""U.A. Playmaker"" once per turn this way. When another ""U.A."" monster you control declares an attack: You can have this card lose exactly 800 ATK, and if it does, your attacking monster gains 800 ATK."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98239899	Blast with Chain	Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. When this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.																
98252586	Follow Wind	Increase the ATK and DEF of a Winged-Beast-Type monster equipped with this card by 300 points.																
98259197	Ojamuscle	"Select 1 face-up ""Ojama King"" on the field. Destroy all monster(s) on the field that include ""Ojama"" in their card name, except the selected ""Ojama King"". Increase the ATK of the selected ""Ojama King"" by 1000 points for each destroyed monster."																
98263709	Galaxy Mirror Sage	"FLIP: You gain 500 Life Points for each ""Galaxy"" monster in your Graveyard.
When this card is destroyed and sent from the field to the Graveyard after being flipped face-up: You can Special Summon 1 Level 4 or lower ""Galaxy"" monster from your Deck or Graveyard in face-down Defense Position. Banish it when it leaves the field."	Special Summon															
98266377	Elemental HERO Heat	"This card gains 200 ATK for each face-up ""Elemental HERO"" monster you control."																
98273947	Graceful Revival	Select 1 Level 2 or lower monster from your Graveyard and Special Summon it in Attack Position. When this card is removed from the field, destroy that monster. When that monster is removed from the field, destroy this card.																
98280324	Fluffal Sheep	"If you control a ""Fluffal"" monster other than ""Fluffal Sheep"", you can Special Summon this card (from your hand). You can return 1 other ""Fluffal"" monster you control to the hand; Special Summon 1 ""Edge Imp"" monster from your hand or Graveyard. You can only use this effect of ""Fluffal Sheep"" once per turn."	 	 	 	 	 	  	 	 	 	 	 	 	 	 	 	 
98299011	Gift of the Mystical Elf	Increase your Life Points by 300 points for each monster on the field.																
